label,message,cleaned_message
ham,thank call forgot say happi onam sirji fine rememb met insur person meet qatar insha allah rakhesh ex tata aig join tissco tayseer,thank call forgot say happi onam sirji fine rememb met insur person meet qatar insha allah rakhesh ex tata aig join tissco tayseer
spam,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc www ldew com win ppmx age,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc www ldew com win ppmx age
spam,ur cash balanc current pound maxim ur cash send cash p msg cc hg suit land row w j hl,ur cash balanc current pound maxim ur cash send cash p msg cc hg suit land row w j hl
ham,actor work work even sleep late sinc unemploy moment alway sleep late unemploy everi day saturday,actor work work even sleep late sinc unemploy moment alway sleep late unemploy everi day saturday
ham,hello got st andrew boy long way cold keep post,hello got st andrew boy long way cold keep post
ham,ha ha cool cool chikku chikku db,ha ha cool cool chikku chikku db
ham,oh ok prob,oh ok prob
ham,check audrey statu right,check audrey statu right
ham,busi tri finish new year look forward final meet,busi tri finish new year look forward final meet
ham,good afternoon sunshin dawn day refresh happi aliv breath air smile think love alway,good afternoon sunshin dawn day refresh happi aliv breath air smile think love alway
ham,well know z take care worri,well know z take care worri
spam,updat xma offer latest motorola sonyericsson nokia free bluetooth doubl min txt orang call mobileupd call optout f q,updat xma offer latest motorola sonyericsson nokia free bluetooth doubl min txt orang call mobileupd call optout f q
spam,discount code rp stop messag repli stop www regalportfolio co uk custom servic,discount code rp stop messag repli stop www regalportfolio co uk custom servic
ham,wat uniform get,wat uniform get
ham,cool text readi,cool text readi
ham,hello boytoy geeee miss alreadi woke wish bed cuddl love,hello boytoy geeee miss alreadi woke wish bed cuddl love
ham,spoil bed well,spoil bed well
ham,go bath msg next lt gt min,go bath msg next lt gt min
ham,cant keep talk peopl sure pay agre price pl tell want realli buy much pay,cant keep talk peopl sure pay agre price pl tell want realli buy much will pay
spam,thank rington order refer charg gbp per week unsubscrib anytim call custom servic,thank rington order refer charg gbp per week unsubscrib anytim call custom servic
ham,say happen,say happen
ham,could seen recognis face,could seen recognis face
ham,well lot thing happen lindsay new year sigh bar ptbo blue heron someth go,well lot thing happen lindsay new year sigh bar ptbo blue heron someth go
ham,keep payasam rinu bring,keep payasam rinu bring
ham,taught ranjith sir call sm like becau verifi project prabu told today pa dont mistak,taught ranjith sir call sm like becau he verifi project prabu told today pa dont mistak
ham,guess worri must know way bodi repair quit sure worri take slow first test guid ovul relax noth said reason worri keep followin,guess worri must know way bodi repair quit sure worri take slow first test guid ovul relax noth said reason worri keep followin
ham,yeah sure give coupl minut track wallet,yeah sure give coupl minut track wallet
ham,hey leav big deal take care,hey leav big deal take care
ham,hey late ah meet,hey late ah meet
spam,doubl min txt month free bluetooth orang avail soni nokia motorola phone call mobileupd call optout n dx,doubl min txt month free bluetooth orang avail soni nokia motorola phone call mobileupd call optout n dx
ham,took mr owl lick,took mr owl lick
ham,custom place call,custom place call
ham,mm time dont like fun,mm time dont like fun
spam,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt
ham,yup lunch buffet u eat alreadi,yup lunch buffet u eat alreadi
ham,huh late fr dinner,huh late fr dinner
ham,hey sat go intro pilat kickbox,hey sat go intro pilat kickbox
ham,morn ok,morn ok
ham,ye think offic lap room think last day didnt shut,ye think offic lap room think that last day didnt shut
ham,pick bout ish time go,pick bout ish time go
ham,perform award calcul everi two month current one month period,perform award calcul everi two month current one month period
ham,actual sleep still might u call back text gr rock si send u text wen wake,actual sleep still might u call back text gr rock si send u text wen wake
ham,alway put busi put pictur as facebook one open peopl ever met would think pictur room would hurt make feel violat,alway put busi put pictur ass facebook one open peopl ever met would think pictur room would hurt make feel violat
ham,good even sir al salam wahleykkum share happi news grace god got offer tayseer tissco join hope fine inshah allah meet sometim rakhesh visitor india,good even sir al salam wahleykkum share happi news grace god got offer tayseer tissco join hope fine inshah allah meet sometim rakhesh visitor india
ham,hmmm k want chang field quickli da wanna get system administr network administr,hmmm k want chang field quickli da wanna get system administr network administr
spam,free rington text first poli text get true tone help st free tone x pw e nd txt stop,free rington text first poli text get true tone help st free tone x pw e nd txt stop
ham,dear chechi talk,dear chechi talk
ham,hair cream ship,hair cream ship
ham,none happen til get though,none happen til get though
ham,yep great loxahatche xma tree burn lt gt start hour,yep great loxahatche xma tree burn lt gt start hour
ham,haha get use drive usf man know lot stoner,haha get use drive usf man know lot stoner
ham,well slightli disastr class pm fav darl hope day ok coffe wld good stay late tomorrow time place alway,well slightli disastr class pm fav darl hope day ok coffe wld good stay late tomorrow time place alway
ham,hello good week fanci drink someth later,hello good week fanci drink someth later
ham,headin toward busetop,headin toward busetop
ham,messag text miss sender name miss number miss sent date miss miss u lot everyth miss sent via fullonsm com,messag text miss sender name miss number miss sent date miss miss u lot that everyth miss sent via fullonsm com
ham,come room point iron plan weekend,come room point iron plan weekend
ham,co want thing,co want thing
ham,oki go yan jiu skip ard oso go cine den go mrt one blah blah blah,oki go yan jiu skip ard oso go cine den go mrt one blah blah blah
ham,bring home wendi,bring home wendi
spam,date servic cal l box sk ch,date servic cal l box sk ch
ham,whatsup dont u want sleep,whatsup dont u want sleep
ham,alright new goal,alright new goal
spam,free entri weekli competit text word win c www txttowin co uk,free entri weekli competit text word win c www txttowin co uk
ham,alright head minut text meet,alright head minut text meet
spam,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo pobox w wq txtno ad p
ham,ye last week take live call,ye last week take live call
spam,someon contact date servic enter phone fanci find call landlin pobox n tf p,someon contact date servic enter phone fanci find call landlin pobox n tf p
ham,siva hostel aha,siva hostel aha
spam,urgent mobil number award prize guarante call land line claim valid hr,urgent mobil number award prize guarante call land line claim valid hr
ham,send ur friend receiv someth ur voic speak express childish naughti sentiment rowdi ful attitud romant shi attract funni lt gt irrit lt gt lovabl repli,send ur friend receiv someth ur voic speak express childish naughti sentiment rowdi ful attitud romant shi attract funni lt gt irrit lt gt lovabl repli
ham,ok ok guess,ok ok guess
ham,aathi dear,aathi dear
ham,pain urin thing el,pain urin thing els
ham,esplanad mind give lift co got car today,esplanad mind give lift co got car today
ham,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac prob,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac that prob
ham,home watch tv lor,home watch tv lor
ham,usual take fifteen fuck minut respond ye question,usual take fifteen fuck minut respond ye question
spam,congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wc n xx,congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wc n xx
ham,book ticket pongal,book ticket pongal
ham,avail like right around hillsborough amp lt gt th,avail like right around hillsborough amp lt gt th
ham,messag sent askin lt gt dollar shoul pay lt gt lt gt,messag sent askin lt gt dollar shoul pay lt gt lt gt
ham,ask g iouri told stori like ten time alreadi,ask g iouri told stori like ten time alreadi
ham,long applebe fuck take,long applebe fuck take
ham,hi hope u get txt journey hasnt gd min late think,hi hope u get txt journey hasnt gd min late think
ham,like love arrang,like love arrang
ham,ye realli great bhaji told kalli best cricket sachin world tough get,ye realli great bhaji told kalli best cricket sachin world tough get
ham,suppos wake gt,suppos wake gt
ham,oic saw tot din c found group liao,oic saw tot din c found group liao
ham,sorri call later,sorri call later
ham,hey hey wereth monkeespeopl say monkeyaround howdi gorgeou howu doin foundurself jobyet sausag love jen xxx,hey hey wereth monkeespeopl say monkeyaround howdi gorgeou howu doin foundurself jobyet sausag love jen xxx
